STORECODE|STORENAME|BRAND|ZONE|REGION|DISTRICT|STORETYPE|STORESTATUS|MGRSNAME|MGRNAME|CITY|STATE|LATITUDE|LONGITUDE
TMW_1230|#1230Winrock Town Center|TMW|TMW_W|TMW_W2|TMW_W204|Brick & Mortar|Open|CEM3|Chuck Edward Maese|Albuquerque|NM|35.0966|-106.565
JAB_0624|#0624ABQ Uptown|JAB|JAB_W|JAB_W2|JAB_W204|Brick & Mortar|Open|MD357|Mark Dennis|Albuquerque|NM|35.102303|-106.56761
TMW_3204|#3204Sycamore Commons|TMW|TMW_S|TMW_S1|TMW_S101|Brick & Mortar|Open|RM21|Rita McGrone|Matthews|NC|35.129043|-80.701398
KNG_0017|#0017Poplar Plaza Shopping Center|KNG|KNG_R08|KNG_R08|KNG_R08_A|Brick & Mortar|Open|MAC37|Marilyn A Carter|Memphis|TN|35.130372|-89.946522
TMW_3203|#3203Sharon Corners Shopping Center|TMW|TMW_S|TMW_S1|TMW_S101|Brick & Mortar|Open|JM968|Jensine Murphy|Charlotte|NC|35.147257|-80.832146
JAB_0017|#0017Morrocroft Village|JAB|JAB_S|JAB_S1|JAB_S101|Brick & Mortar|Open|TJR46|Tom Joseph Robin|Charlotte|NC|35.153918|-80.824744
KNG_0016|#0016Tyvola Square|KNG|KNG_R08|KNG_R08|KNG_R08_A|Brick & Mortar|Open|SH47|Shefor Harris|Charlotte|NC|35.162154|-80.875175
TMW_1262|#1262 Amarillo, Tx|TMW|TMW_S|TMW_S5|TMW_S507|Brick & Mortar|Open|BU12|Brandon Upton|Amarillo|TX|35.183832|-101.934737
TMW_1504|#1504Wolfchase Commons|TMW|TMW_S|TMW_S3|TMW_S305|Brick & Mortar|Open|NLC6|Natalie L Clanton|Memphis|TN|35.198009|-89.793622
TMW_1219|#1219Plaza at Cottonwood|TMW|TMW_W|TMW_W2|TMW_W204|Brick & Mortar|Open|ECB17|Elizabeth Colleen Bergandine|Albuquerque|NM|35.20149|-106.659427
TMW_2742|#2742 San Luis Obispo, Ca|TMW|TMW_W|TMW_W1|TMW_W106|Brick & Mortar|Open|RAC88|Ricardo Antonio Camacho|San Luis Obispo|CA|35.261224|-120.676278
JAB_0859|#0859Gaston Mall|JAB|JAB_S|JAB_S1|JAB_S101|Brick & Mortar|Open|SS649|Steve Len Shaw|Gastonia|NC|35.263544|-81.134131
TMW_1254|#1254The Shops At Moore|TMW|TMW_W|TMW_W2|TMW_W203|Brick & Mortar|Open|CJC45|Carlen J Chestang|Moore|OK|35.315099|-97.488826
TMW_2285|#2285Ming Avenue and Valley Plaza|TMW|TMW_W|TMW_W1|TMW_W102|Brick & Mortar|Open|PJM29|Priscilla J Martinez|Bakersfield|CA|35.339766|-119.035794
TMW_3217|#3217Northlake Commons|TMW|TMW_S|TMW_S1|TMW_S101|Brick & Mortar|Open|CRB27|Cheryl Renee Ervin|Charlotte|NC|35.349994|-80.854925
TMW_3230|#3230Concord Mills|TMW|TMW_S|TMW_S1|TMW_S101|Brick & Mortar|Open|MCM69|Maurice C Moore|Concord|NC|35.370017|-80.723728
JAB_0518|#0518Birkdale Commons|JAB|JAB_S|JAB_S1|JAB_S101|Brick & Mortar|Open|KC322|Kevin Curlee|Huntersville|NC|35.443901|-80.88152
TMW_1253|#1253Penn Square Mall|TMW|TMW_W|TMW_W2|TMW_W203|Brick & Mortar|Open|TLK3|Twyla Leann Keesee|Oklahoma City|OK|35.525835|-97.544392
TMW_3220|#3220Lynncroft Shopping Center|TMW|TMW_S|TMW_S1|TMW_S102|Brick & Mortar|Open|CRR19|Christina Renee Roscoe|Greenville|NC|35.573211|-77.385017
TMW_3215|#3215Beaucatcher Crossing|TMW|TMW_S|TMW_S1|TMW_S105|Brick & Mortar|Open|KGW7|Kenneth Galvin Woods|Asheville|NC|35.584009|-82.525725
TMW_1252|#1252 Oklahoma City, Ok|TMW|TMW_W|TMW_W2|TMW_W203|Brick & Mortar|Open|CC214|Colleen Carlisle|Oklahoma City|OK|35.608124|-97.560172
JAB_0416|#0416Spring Creek Plaza|JAB|JAB_W|JAB_W2|JAB_W203|Brick & Mortar|Open|MSG32|Mercedes Sheree Gross|Edmond|OK|35.639354|-97.458668
TMW_1523|#1523 Jackson, Tn|TMW|TMW_S|TMW_S3|TMW_S305|Brick & Mortar|Open|MMM11|Melanie Marie Smallwood|Jackson|TN|35.668898|-88.857187
TMW_3229|#3229Valley Hills Mall|TMW|TMW_S|TMW_S1|TMW_S101|Brick & Mortar|Open|JHS21|James H Stanley|Hickory|NC|35.70385|-81.304312
TMW_3201|#3201Crossroads Plaza|TMW|TMW_S|TMW_S1|TMW_S102|Brick & Mortar|Open|---|---|Cary|NC|35.759554|-78.74092
TMW_1534|#1534 Jonesboro, Ar|TMW|TMW_S|TMW_S3|TMW_S305|Brick & Mortar|Open|JM464|Jonathon Mc Alister|Jonesboro|AR|35.816493|-90.669547
JAB_0938|#0938Crabtree Valley Place|JAB|JAB_S|JAB_S1|JAB_S102|Brick & Mortar|Open|JEW2|John E Wolf|Raleigh|NC|35.844791|-78.680516
TMW_1511|#1511Market Place Court|TMW|TMW_S|TMW_S3|TMW_S305|Brick & Mortar|Open|DD55|Dave Dennis|Murfreesboro|TN|35.847222|-86.42613
KNG_0604|#0604Capital Crossing|KNG|KNG_R08|KNG_R08|KNG_R08_A|Brick & Mortar|Open|PGS5|Patricia G Smith|Raleigh|NC|35.848952|-78.581334
TMW_3208|#3208Triangle Town Commons|TMW|TMW_S|TMW_S1|TMW_S102|Brick & Mortar|Open|QW7|Quin Andrew Wright|Raleigh|NC|35.863887|-78.575623
TMW_1516|#1516Pinnacle At Turkey Creek|TMW|TMW_S|TMW_S1|TMW_S105|Brick & Mortar|Open|JMF39|John Michael Ferriola|Knoxville|TN|35.9|-84.166
JAB_0507|#0507Renaissance Center|JAB|JAB_S|JAB_S1|JAB_S102|Brick & Mortar|Open|MWE1|Melissa W Eaddy|Durham|NC|35.904212|-78.93775
TMW_3222|#3222Brier Creek Commons|TMW|TMW_S|TMW_S1|TMW_S102|Brick & Mortar|Open|JMB199|Jackie Marie Burden|Raleigh|NC|35.905289|-78.783965
TMW_1521|#1521West Towne Pointe|TMW|TMW_S|TMW_S1|TMW_S105|Brick & Mortar|Open|RD194|Rachel Dill|Knoxville|TN|35.926095|-84.043008
TMW_3202|#3202New Hope Commons|TMW|TMW_S|TMW_S1|TMW_S102|Brick & Mortar|Open|IRW1|Ivan R Whitehead|Durham|NC|35.954583|-78.996516
TMW_1513|#1513Cool Springs Mall|TMW|TMW_S|TMW_S3|TMW_S305|Brick & Mortar|Open|MKH19|Mitchell Kelley-steed Hallam|Franklin|TN|35.957632|-86.81372
JAB_0390|#0390Cool Springs Galleria|JAB|JAB_S|JAB_S3|JAB_S305|Brick & Mortar|Open|STS14|Sahsha Tristanna States|Franklin|TN|35.958677|-86.813344
JAB_0595|#0595West End Plaza|JAB|JAB_S|JAB_S1|JAB_S102|Brick & Mortar|Open|RS251|Revival Silver|Rocky Mount|NC|35.962787|-77.84863
KNG_0605|#0605 Greensboro|KNG|KNG_R08|KNG_R08|KNG_R08_A|Brick & Mortar|Open|SMB46|Michael Michael Bowers|Greensboro|NC|36.051581|-79.901028
TMW_2404|#2404Stephanie Street Shopping Center|TMW|TMW_W|TMW_W3|TMW_W302|Brick & Mortar|Open|TLD59|Tami Lynnette Delameter|Henderson|NV|36.056953|-115.046866
TMW_1251|#1251Southern Trails Shopping Center|TMW|TMW_W|TMW_W2|TMW_W203|Brick & Mortar|Open|JAD34|Jesse Austin Demaree|Tulsa|OK|36.060071|-95.880992
TMW_3209|#3209Landmark Station|TMW|TMW_S|TMW_S1|TMW_S105|Brick & Mortar|Open|WMA8|Wanda M Ayers|Greensboro|NC|36.060302|-79.904817
TMW_2406|#2406The Arroyo|TMW|TMW_W|TMW_W3|TMW_W302|Brick & Mortar|Open|ZD7|Zinaida Dobrovolskaya|Las Vegas|NV|36.063029|-115.250907
TMW_3207|#3207Silas Creek Crossing|TMW|TMW_S|TMW_S1|TMW_S105|Brick & Mortar|Open|LMC20|Linda Maria Chirinos|Winston Salem|NC|36.069698|-80.296402
JAB_0484|#0484Thruway Shopping Center|JAB|JAB_S|JAB_S1|JAB_S105|Brick & Mortar|Open|KP271|Kendra Long Pittman|Winston Salem|NC|36.090952|-80.283483
TMW_1510|#1510 Nashville, Tn|TMW|TMW_S|TMW_S3|TMW_S305|Brick & Mortar|Open|DC286|Davonte Cheers|Nashville|TN|36.105107|-86.813816
JAB_0038|#0038The Mall At Green Hills|JAB|JAB_S|JAB_S3|JAB_S305|Brick & Mortar|Open|BAC11|Brad Allen Cathey|Nashville|TN|36.106884|-86.815513
KNG_0018|#0018100 Oaks Mall|KNG|KNG_R08|KNG_R08|KNG_R08_A|Brick & Mortar|Open|REG19|Ronald E Gooch|Nashville|TN|36.108874|-86.76417
TMW_3210|#3210 Battleground Kupps|TMW|TMW_S|TMW_S1|TMW_S105|Brick & Mortar|Open|SLS113|Shaka L Smith|Greensboro|NC|36.111173|-79.830648
TMW_2401|#2401 Las Vegas, Nv|TMW|TMW_W|TMW_W3|TMW_W302|Brick & Mortar|Open|JAM122|Judith Ann Martinez|Las Vegas|NV|36.12109|-115.137997
JAB_0409|#0409Utica Square|JAB|JAB_W|JAB_W2|JAB_W203|Brick & Mortar|Open|BMP3|Bond Michelle Demaree|Tulsa|OK|36.132385|-95.966092
TMW_2402|#2402Boca Park|TMW|TMW_W|TMW_W3|TMW_W302|Brick & Mortar|Open|JGA16|Juan Gabriel Acosta|Las Vegas|NV|36.159499|-115.290679
TMW_1514|#1514Providence Marketplace|TMW|TMW_S|TMW_S3|TMW_S305|Brick & Mortar|Open|KLO11|Kris Leeann Orrand|Mt. Juliet|TN|36.166548|-86.51196
TMW_2405|#2405Best Of The West Center|TMW|TMW_W|TMW_W3|TMW_W302|Brick & Mortar|Open|ST295|Stephanie Jean Taylor|Las Vegas|NV|36.198027|-115.241241
TMW_1512|#1512Rivergate Mall|TMW|TMW_S|TMW_S3|TMW_S305|Brick & Mortar|Open|JDJ17|John D Joseph Jr|Madison|TN|36.300095|-86.694837
TMW_2281|#2281Park Place Promenade|TMW|TMW_W|TMW_W1|TMW_W101|Brick & Mortar|Open|DM188|Daniel Munoz|Visalia|CA|36.31087|-119.313448
TMW_1533|#1533Scottsdale Center|TMW|TMW_W|TMW_W2|TMW_W203|Brick & Mortar|Open|CT206|Carol Gelston Taylor|Rogers|AR|36.33545|-94.177632
TMW_1522|#1522 Johnson City, Tn|TMW|TMW_S|TMW_S1|TMW_S105|Brick & Mortar|Open|JMT77|Jj Melvin Toms|Johnson City|TN|36.337906|-82.373093
JAB_0826|#0826The Peerless Center|JAB|JAB_S|JAB_S1|JAB_S105|Brick & Mortar|Open|JDC116|Josh Dain Cassidy|Johnson City|TN|36.351311|-82.381113
TMW_2186|#2186Del Monte Center|TMW|TMW_W|TMW_W1|TMW_W106|Brick & Mortar|Open|CG343|Chris Gonzalez|Monterey|CA|36.583791|-121.898116
TMW_1515|#1515 Clarksville, Tn|TMW|TMW_S|TMW_S3|TMW_S303|Brick & Mortar|Open|SJ224|Stacie Jones|Clarksville|TN|36.58848|-87.294077
TMW_3531|#3531Greenbrier Market Center|TMW|TMW_S|TMW_S1|TMW_S104|Brick & Mortar|Open|KLF20|Kerry Lee Feeser|Chesapeake|VA|36.770638|-76.229864
JAB_0665|#0665Towne Place at Greenbrier|JAB|JAB_S|JAB_S1|JAB_S104|Brick & Mortar|Open|JLE21|Jimmie Leroy Ervin|Chesapeake|VA|36.772334|-76.235514
TMW_2276|#2276 Fresno|TMW|TMW_W|TMW_W1|TMW_W101|Brick & Mortar|Open|TDG4|Terell Donnell Graham|Fresno|CA|36.808872|-119.779485
TMW_3534|#3534Pembroke Town Center|TMW|TMW_S|TMW_S1|TMW_S104|Brick & Mortar|Open|HRE2|Heather Rochelle Esser|Virginia Beach|VA|36.84319|-76.133004
JAB_0061|#0061La Promenade|JAB|JAB_S|JAB_S1|JAB_S104|Brick & Mortar|Open|JG628|Jasmine Gibson|Virginia Beach|VA|36.850139|-76.031735
JAB_0429|#0429Villaggio Shopping Center|JAB|JAB_W|JAB_W1|JAB_W101|Brick & Mortar|Open|LJC2|Lorrie Jean Cummings|Fresno|CA|36.851525|-119.791998
KNG_0600|#0600Janaf Shopping Center|KNG|KNG_R10|KNG_R10|KNG_R10_A|Brick & Mortar|Open|RT64|Roxanne Taylor|Norfolk|VA|36.858359|-76.207122
TMW_4705|#4705Greenwood Mall|TMW|TMW_S|TMW_S3|TMW_S303|Brick & Mortar|Open|ALP60|Addison Lee Prosser|Bowling Green|KY|36.947876|-86.426525
TMW_2180|#2180 41st Ave Capitola|TMW|TMW_W|TMW_W1|TMW_W106|Brick & Mortar|Open|JRO1|Joe Rafael Oliveira|Capitola|CA|36.979827|-121.965249
TMW_1713|#1713North Park Crossing|TMW|TMW_W|TMW_W2|TMW_W203|Brick & Mortar|Open|PRE3|Paula Renee Evans|Joplin|MO|37.0909|-94.475
JAB_0590|#0590Marketplace At Tech Center|JAB|JAB_S|JAB_S1|JAB_S104|Brick & Mortar|Open|DJ168|Deon Johnson|Newport News|VA|37.103181|-76.491472
TMW_3535|#3535Yoder Plaza|TMW|TMW_S|TMW_S1|TMW_S104|Brick & Mortar|Open|DJS20|Dave David Schulz|Newport News|VA|37.109459|-76.495062
TMW_2603|#2603Red Cliffs Mall|TMW|TMW_W|TMW_W3|TMW_W302|Brick & Mortar|Open|NAF20|Nick Anthony Faagata|Saint George|UT|37.11591|-113.54602
TMW_2193|#2193 Morgan Hill, Ca|TMW|TMW_W|TMW_W1|TMW_W106|Brick & Mortar|Open|EA185|Elena Avilla|Morgan Hill|CA|37.154496|-121.650886
TMW_1706|#1706 Kmart Plaza|TMW|TMW_W|TMW_W2|TMW_W203|Brick & Mortar|Open|DL262|Darrian Leonard|Springfield|MO|37.158922|-93.264875
JAB_0309|#0309The Forum Shopping Center|JAB|JAB_N|JAB_N2|JAB_N203|Brick & Mortar|Open|SDS70|Shae Davis Stephens|Roanoke|VA|37.222055|-79.985142
TMW_2151|#2151Almaden Plaza|TMW|TMW_W|TMW_W1|TMW_W106|Brick & Mortar|Open|---|---|San Jose|CA|37.251306|-121.877778
TMW_3523|#3523Valley View Crossing|TMW|TMW_N|TMW_N2|TMW_N203|Brick & Mortar|Open|KBB20|Brad B Banks II|Roanoke|VA|37.301107|-79.95741
TMW_2159|#2159 Stevens Creek|TMW|TMW_W|TMW_W1|TMW_W106|Brick & Mortar|Open|RH137|Ruzanna Hayrapetyan|San Jose|CA|37.324119|-121.950953
TMW_3568|#3568River Ridge Mall|TMW|TMW_N|TMW_N2|TMW_N203|Brick & Mortar|Open|JH411|Justin Earl Hamric|Lynchburg|VA|37.36474|-79.17942
TMW_2161|#2161 Sunnyvale|TMW|TMW_W|TMW_W1|TMW_W106|Brick & Mortar|Open|JRG15|Jesse Roberto Garcia|Sunnyvale|CA|37.369816|-122.041273
TMW_3538|#3538Commonwealth Centre|TMW|TMW_S|TMW_S1|TMW_S104|Brick & Mortar|Open|TB65|Toshia Donielle Segars|Midlothian|VA|37.417993|-77.633469
TMW_2153|#2153Pacific Commons|TMW|TMW_W|TMW_W1|TMW_W101|Brick & Mortar|Open|SAK7|Syed A Kabir|Fremont|CA|37.501691|-121.970626
JAB_0109|#0109 N Broadway|JAB|JAB_W|JAB_W1|JAB_W101|Brick & Mortar|Open|---|---|Walnut Creek|CA|37.503019|-121.969387
JAB_0828|#0828Sycamore Square|JAB|JAB_S|JAB_S1|JAB_S104|Brick & Mortar|Open|RDP16|Robert D Proctor|Midlothian|VA|37.50464|-77.654271
TMW_3532|#3532Town Center Plaza|TMW|TMW_S|TMW_S1|TMW_S104|Brick & Mortar|Open|MLB17|Michael Lennon Bass|North Chesterfield|VA|37.506875|-77.60605
KNG_0608|#0608 Richmond|KNG|KNG_R10|KNG_R10|KNG_R10_A|Brick & Mortar|Open|EWB9|Emeline W Brown|Richmond|VA|37.531304|-77.354774
TMW_2162|#2162 San Mateo|TMW|TMW_W|TMW_W1|TMW_W106|Brick & Mortar|Open|MS414|Mark Sellai|San Mateo|CA|37.548677|-122.310687
JAB_0018|#0018Gayton Crossing|JAB|JAB_S|JAB_S1|JAB_S104|Brick & Mortar|Open|CKW12|Charles K Wingo|Richmond|VA|37.604292|-77.5915
TMW_3533|#3533Colonnades West Shopping Center|TMW|TMW_S|TMW_S1|TMW_S104|Brick & Mortar|Open|---|---|Glen Allen|VA|37.646361|-77.584278
JAB_0575|#0575The Shoppes At Westgate|JAB|JAB_S|JAB_S1|JAB_S104|Brick & Mortar|Open|CM189|Christine Montemayor|Richmond|VA|37.652148|-77.620785
TMW_3539|#3539Creeks at Virginia Centre|TMW|TMW_S|TMW_S1|TMW_S104|Brick & Mortar|Open|YB58|Yolonda Doreen Brown|Glen Allen|VA|37.67026|-77.461548
TMW_2167|#2167Metro Center|TMW|TMW_W|TMW_W1|TMW_W106|Brick & Mortar|Open|---|---|Colma|CA|37.678424|-122.468211
TMW_1255|#1255Towne East Square Mall|TMW|TMW_W|TMW_W2|TMW_W201|Brick & Mortar|Open|LAS42|Lori Ann Silsby|Wichita|KS|37.684041|-97.246493
TMW_2272|#2272Vintage Fair Village|TMW|TMW_W|TMW_W1|TMW_W101|Brick & Mortar|Open|---|---|Modesto|CA|37.687692|-121.052654
TMW_2187|#2187Stoneridge Mall|TMW|TMW_W|TMW_W1|TMW_W101|Brick & Mortar|Open|MK115|Mohsen Kamrani|Pleasanton|CA|37.695695|-121.929783
TMW_2163|#2163Marina Square Center|TMW|TMW_W|TMW_W1|TMW_W101|Brick & Mortar|Open|BLV2|Brett L Virtue|San Leandro|CA|37.71018|-122.165162
TMW_2274|#2274 Riverbank, Ca|TMW|TMW_W|TMW_W1|TMW_W101|Brick & Mortar|Open|---|---|Riverbank|CA|37.711308|-120.954185
TMW_1608|#1608NewMarket Square|TMW|TMW_W|TMW_W2|TMW_W201|Brick & Mortar|Open|EAM64|Egypt Ambrosia Minton|Wichita|KS|37.72687|-97.463335
TMW_2156|#2156 Market Street|TMW|TMW_W|TMW_W1|TMW_W106|Brick & Mortar|Open|HDC9|David David Cook|San Francisco|CA|37.78596|-122.40524
TMW_2182|#2182Powell Street Plaza|TMW|TMW_W|TMW_W1|TMW_W106|Brick & Mortar|Open|DHJ1|Dan H Jones|Emeryville|CA|37.835581|-122.29398
TMW_2160|#2160 Walnut Creek|TMW|TMW_W|TMW_W1|TMW_W101|Brick & Mortar|Open|JPC24|James P Charest|Walnut Creek|CA|37.894939|-122.061186
TMW_2192|#2192 Antioch, Ca|TMW|TMW_W|TMW_W1|TMW_W101|Brick & Mortar|Open|WFH3|Bill Frank Hairston Jr|Antioch|CA|37.962572|-121.737347
TMW_2154|#2154Pleasant Hill Shopping Center|TMW|TMW_W|TMW_W1|TMW_W101|Brick & Mortar|Open|JBW13|Jesse B Walker|Pleasant Hill|CA|37.977847|-122.067184
TMW_4703|#4703Lloyds Crossing|TMW|TMW_S|TMW_S3|TMW_S303|Brick & Mortar|Open|HAH16|Heather Anne Hammond|Evansville|IN|37.977957|-87.470925
TMW_4704|#4704 Lexington, Ky|TMW|TMW_S|TMW_S3|TMW_S303|Brick & Mortar|Open|MJF10|Michael James Fetzer|Lexington|KY|37.983361|-84.527822
TMW_2273|#2273 Stockton, Ca|TMW|TMW_W|TMW_W1|TMW_W103|Brick & Mortar|Open|JLG45|John Lawrence Garton|Stockton|CA|38.002061|-121.315357
TMW_4706|#4706 Lexington, Ky|TMW|TMW_S|TMW_S3|TMW_S303|Brick & Mortar|Open|CD183|Caleb Dutton|Lexington|KY|38.0216|-84.4217
JAB_0346|#0346Barracks Road Shopping Center|JAB|JAB_N|JAB_N2|JAB_N203|Brick & Mortar|Open|---|---|Charlottesville|VA|38.052677|-78.501428
TMW_3537|#353729th Place|TMW|TMW_N|TMW_N2|TMW_N203|Brick & Mortar|Open|MC605|Miles Clements|Charlottesville|VA|38.076153|-78.479915
TMW_4707|#4707Jefferson Commons|TMW|TMW_S|TMW_S3|TMW_S303|Brick & Mortar|Open|TMD43|Tanya M Durrett|Louisville|KY|38.1382|-85.6673
TMW_4702|#4702 Louisville, Ky|TMW|TMW_S|TMW_S3|TMW_S303|Brick & Mortar|Open|LKB11|Lisa Katherine Barra|Louisville|KY|38.24964|-85.611146
TMW_2178|#2178Solano Mall|TMW|TMW_W|TMW_W1|TMW_W103|Brick & Mortar|Open|SGP9|Serena Gertrude Peterson|Fairfield|CA|38.260293|-122.052473
TMW_3511|#3511Central Park|TMW|TMW_N|TMW_N2|TMW_N203|Brick & Mortar|Open|KWJ2|Kelvin W Jones|Fredericksburg|VA|38.299661|-77.511199
JAB_0425|#0425Central Park Plaza|JAB|JAB_N|JAB_N2|JAB_N203|Brick & Mortar|Open|WGP4|Bill G Peregoy Jr|Fredericksburg|VA|38.305043|-77.511745
TMW_4701|#4701Paddock Shops|TMW|TMW_S|TMW_S3|TMW_S303|Brick & Mortar|Open|KRM61|Kevin R Mcleod|Louisville|KY|38.308685|-85.574972
JAB_0381|#0381Summit at Louisville Shopping Center|JAB|JAB_S|JAB_S3|JAB_S303|Brick & Mortar|Open|JS911|Jesse Spanyer|Louisville|KY|38.30902|-85.578446
TMW_3528|#3528 Charleston, Wv|TMW|TMW_S|TMW_S3|TMW_S303|Brick & Mortar|Open|JP259|Jason Phalen|Charleston|WV|38.332137|-81.713015
TMW_2294|#2294Laguna Crossroads|TMW|TMW_W|TMW_W1|TMW_W103|Brick & Mortar|Open|JCM7|John C Moniz|Elk Grove|CA|38.378441|-121.377664
TMW_3540|#3540The Centre At Salisbury|TMW|TMW_N|TMW_N2|TMW_N205|Brick & Mortar|Open|TRS43|Tonya Renee Somers|Salisbury|MD|38.396795|-75.566134
TMW_2171|#2171 Santa Rosa|TMW|TMW_W|TMW_W1|TMW_W103|Brick & Mortar|Open|EAM41|Eric Andres Mendoza|Santa Rosa|CA|38.460192|-122.727737
TMW_1709|#1709South County Mall|TMW|TMW_S|TMW_S3|TMW_S304|Brick & Mortar|Open|CD234|Curtis Deckard|Saint Louis|MO|38.506916|-90.331894
JAB_0419|#0419 Sacramento|JAB|JAB_W|JAB_W1|JAB_W103|Brick & Mortar|Open|HS83|Hares Shirzad|Sacramento|CA|38.574726|-121.409261
TMW_1705|#1705 Fairview Heights, Il|TMW|TMW_S|TMW_S3|TMW_S304|Brick & Mortar|Open|LKG12|Lori Kristine Graves|Fairview Heights|IL|38.596425|-89.985659
TMW_2265|#2265 Sacramento|TMW|TMW_W|TMW_W1|TMW_W103|Brick & Mortar|Open|SMO13|Shannon Mary O'Neil|Sacramento|CA|38.597587|-121.420385
TMW_1708|#1708West County Center|TMW|TMW_S|TMW_S3|TMW_S304|Brick & Mortar|Open|---|---|Des Peres|MO|38.601704|-90.445978
JAB_0861|#0861Des Perez Corners|JAB|JAB_S|JAB_S3|JAB_S304|Brick & Mortar|Open|KSK7|Kathleen S Klitzing|Des Peres|MO|38.603103|-90.443236
KNG_0064|#0064Saint Charles Towne Plaza|KNG|KNG_R10|KNG_R10|KNG_R10_A|Brick & Mortar|Open|AJS11|Aldwyn J Sampson|Waldorf|MD|38.611865|-76.930943
TMW_3513|#3513Shops At Waldorf Center|TMW|TMW_N|TMW_N2|TMW_N203|Brick & Mortar|Open|LMA5|Latoya M Anderson-Clingman|Waldorf|MD|38.627543|-76.910293
TMW_1701|#1701 Brentwood, Mo|TMW|TMW_S|TMW_S3|TMW_S304|Brick & Mortar|Open|PBM6|Paul B Mcelvaine|Brentwood|MO|38.62841|-90.336191
TMW_1704|#1704Drew Station|TMW|TMW_S|TMW_S3|TMW_S304|Brick & Mortar|Open|SKS19|Stanley K Schaefer|Chesterfield|MO|38.643066|-90.56537
TMW_2264|#2264 Folsom, Ca|TMW|TMW_W|TMW_W1|TMW_W103|Brick & Mortar|Open|AM44|Amalia Davidian|Folsom|CA|38.654064|-121.124816
JAB_0036|#0036 Creve Coeur|JAB|JAB_S|JAB_S3|JAB_S304|Brick & Mortar|Open|RRC11|Rickie Renai Cannon|Creve Coeur|MO|38.661009|-90.405766
KNG_0712|#0712Clocktower Place|KNG|KNG_R03|KNG_R03|KNG_R03_A|Brick & Mortar|Open|KSL5|Kari S Levins|Florissant|MO|38.772867|-90.277306
TMW_2270|#2270Creekside Town Center|TMW|TMW_W|TMW_W1|TMW_W103|Brick & Mortar|Open|FTM1|Flor Maria Mckenna|Roseville|CA|38.773642|-121.263841
TMW_3503|#3503Springfield Town Center|TMW|TMW_N|TMW_N2|TMW_N204|Brick & Mortar|Open|AA39|Adeel Ahsan|Springfield|VA|38.77533|-77.17376
TMW_3520|#3520Manaport Plaza|TMW|TMW_N|TMW_N2|TMW_N203|Brick & Mortar|Open|IE7|Ibrahim Elabyad|Manassas|VA|38.775889|-77.503215
TMW_1711|#1711Edwardsville Crossing|TMW|TMW_S|TMW_S3|TMW_S304|Brick & Mortar|Open|TW132|Tammy G Wilson|Edwardsville|IL|38.7876|-89.9565
JAB_0825|#0825Virginia Gateway|JAB|JAB_N|JAB_N2|JAB_N203|Brick & Mortar|Open|CC269|Charlie Carter III|Gainesville|VA|38.796117|-77.608361
TMW_1707|#1707Mid Rivers Mall|TMW|TMW_S|TMW_S3|TMW_S304|Brick & Mortar|Open|---|---|St Peters|MO|38.796542|-90.616051
JAB_0464|#0464 728 S. Washington Street|JAB|JAB_N|JAB_N2|JAB_N204|Brick & Mortar|Open|AM167|Abdessamad Moukhlis|Alexandria|VA|38.797115|-77.048393
TMW_3514|#3514Potomac Yards|TMW|TMW_N|TMW_N2|TMW_N204|Brick & Mortar|Open|TYG2|Tewodros Y Gedu|Alexandria|VA|38.838671|-77.051607
KNG_0061|#0061The Shoppes at Baileys Crossraods|KNG|KNG_R10|KNG_R10|KNG_R10_A|Brick & Mortar|Open|DEV2|Digna E Vasquez|Falls Church|VA|38.84945|-77.132491
TMW_3505|#3505Fairlakes|TMW|TMW_N|TMW_N2|TMW_N206|Brick & Mortar|Open|---|---|Fairfax|VA|38.858979|-77.368662
JAB_0054|#0054Fashion Center at Pentagon City|JAB|JAB_N|JAB_N2|JAB_N204|Brick & Mortar|Open|DF76|Derick Fikes|Arlington|VA|38.862802|-77.061134
JAB_0391|#0391Fair Oaks Mall|JAB|JAB_N|JAB_N2|JAB_N206|Brick & Mortar|Open|BK129|Brieanna King|Fairfax|VA|38.862919|-77.357872
TMW_1307|#1307First & Main Town Center|TMW|TMW_W|TMW_W2|TMW_W204|Brick & Mortar|Open|AK192|Aaron Christopher Kelley|Colorado Springs|CO|38.877913|-104.718699
TMW_1607|#1607 Overland Park, Ks|TMW|TMW_W|TMW_W2|TMW_W201|Brick & Mortar|Open|TLT26|Tracie L Talley|Overland Park|KS|38.883262|-94.66227
TMW_3512|#3512Washington Square|TMW|TMW_N|TMW_N2|TMW_N204|Brick & Mortar|Open|MDS57|Michael Daniel Phoenix|Washington|DC|38.903356|-77.040167
JAB_0006|#0006 1200 19th Street N.W.|JAB|JAB_N|JAB_N2|JAB_N204|Brick & Mortar|Open|YWM1|Yohannes W Mulatu|Washington|DC|38.90598|-77.043656
JAB_0056|#0056Hawthorne Plaza|JAB|JAB_W|JAB_W2|JAB_W201|Brick & Mortar|Open|MS408|Michael Stortz|Overland Park|KS|38.911648|-94.641849
TMW_1602|#1602 Lee Summit, Mo|TMW|TMW_W|TMW_W2|TMW_W201|Brick & Mortar|Open|JES5|Joe E Smith|Lees Summit|MO|38.927949|-94.408594
